"Hospital Name","Provider Number","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
HALE COUNTY HOSPITAL,010095,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HALE COUNTY HOSPITAL,010095,AL,Heart Failure (HF) 30-Day Readmissions,59,,0.9622,20.7,21.5,10,7/1/2008,6/30/2011
HALE COUNTY HOSPITAL,010095,AL,Pneumonia (PN) 30-Day Readmissions,42,,0.9829,16.4,16.7,6,7/1/2008,6/30/2011
ELMORE COMMUNITY HOSPITAL,010097,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,15,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ELMORE COMMUNITY HOSPITAL,010097,AL,Heart Failure (HF) 30-Day Readmissions,55,,1.0106,22.5,22.3,13,7/1/2008,6/30/2011
ELMORE COMMUNITY HOSPITAL,010097,AL,Pneumonia (PN) 30-Day Readmissions,67,,1.0624,16.3,15.3,14,7/1/2008,6/30/2011
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,8,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,Heart Failure (HF) 30-Day Readmissions,108,,1.0285,21.7,21.1,25,7/1/2008,6/30/2011
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,Pneumonia (PN) 30-Day Readmissions,153,,1.0403,15.7,15.1,26,7/1/2008,6/30/2011
THOMAS HOSPITAL,010100,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,213,,0.9246,15.0,16.3,29,7/1/2008,6/30/2011
THOMAS HOSPITAL,010100,AL,Heart Failure (HF) 30-Day Readmissions,372,,0.9480,21.8,23.0,78,7/1/2008,6/30/2011
THOMAS HOSPITAL,010100,AL,Pneumonia (PN) 30-Day Readmissions,197,,0.8976,15.5,17.3,25,7/1/2008,6/30/2011
CITIZENS BMC,010101,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,21,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CITIZENS BMC,010101,AL,Heart Failure (HF) 30-Day Readmissions,132,,0.9458,23.0,24.3,27,7/1/2008,6/30/2011
CITIZENS BMC,010101,AL,Pneumonia (PN) 30-Day Readmissions,100,,0.9828,18.9,19.3,18,7/1/2008,6/30/2011
J PAUL JONES HOSPITAL,010102,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,2,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
J PAUL JONES HOSPITAL,010102,AL,Heart Failure (HF) 30-Day Readmissions,23,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
J PAUL JONES HOSPITAL,010102,AL,Pneumonia (PN) 30-Day Readmissions,45,,0.9989,15.7,15.7,7,7/1/2008,6/30/2011
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,358,,0.9864,19.2,19.4,68,7/1/2008,6/30/2011
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,Heart Failure (HF) 30-Day Readmissions,468,,0.9016,21.6,24.0,95,7/1/2008,6/30/2011
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,Pneumonia (PN) 30-Day Readmissions,322,,0.9392,18.4,19.6,56,7/1/2008,6/30/2011
TRINITY MEDICAL CENTER,010104,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,355,,1.0125,19.3,19.1,69,7/1/2008,6/30/2011
TRINITY MEDICAL CENTER,010104,AL,Heart Failure (HF) 30-Day Readmissions,436,,0.8729,21.3,24.4,85,7/1/2008,6/30/2011
TRINITY MEDICAL CENTER,010104,AL,Pneumonia (PN) 30-Day Readmissions,264,,0.9328,17.3,18.6,42,7/1/2008,6/30/2011
PRATTVILLE BAPTIST HOSPITAL,010108,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,14,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
PRATTVILLE BAPTIST HOSPITAL,010108,AL,Heart Failure (HF) 30-Day Readmissions,127,,1.0915,25.0,22.9,37,7/1/2008,6/30/2011
PRATTVILLE BAPTIST HOSPITAL,010108,AL,Pneumonia (PN) 30-Day Readmissions,223,,1.0965,18.5,16.8,46,7/1/2008,6/30/2011
PICKENS COUNTY MEDICAL CENTER,010109,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,9,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
PICKENS COUNTY MEDICAL CENTER,010109,AL,Heart Failure (HF) 30-Day Readmissions,69,,1.0292,25.0,24.3,19,7/1/2008,6/30/2011
PICKENS COUNTY MEDICAL CENTER,010109,AL,Pneumonia (PN) 30-Day Readmissions,139,,0.9698,17.0,17.5,22,7/1/2008,6/30/2011
BULLOCK COUNTY HOSPITAL,010110,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
BULLOCK COUNTY HOSPITAL,010110,AL,Heart Failure (HF) 30-Day Readmissions,39,,1.0558,22.7,21.5,12,7/1/2008,6/30/2011
BULLOCK COUNTY HOSPITAL,010110,AL,Pneumonia (PN) 30-Day Readmissions,24,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
BRYAN W WHITFIELD MEM HOSP INC,010112,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,11,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
BRYAN W WHITFIELD MEM HOSP INC,010112,AL,Heart Failure (HF) 30-Day Readmissions,161,,1.0646,24.4,22.9,43,7/1/2008,6/30/2011
BRYAN W WHITFIELD MEM HOSP INC,010112,AL,Pneumonia (PN) 30-Day Readmissions,130,,0.9902,15.8,15.9,20,7/1/2008,6/30/2011
MOBILE INFIRMARY,010113,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,246,,1.1505,19.7,17.1,54,7/1/2008,6/30/2011
MOBILE INFIRMARY,010113,AL,Heart Failure (HF) 30-Day Readmissions,1018,,1.0359,24.1,23.2,247,7/1/2008,6/30/2011
MOBILE INFIRMARY,010113,AL,Pneumonia (PN) 30-Day Readmissions,681,,1.0888,19.2,17.6,135,7/1/2008,6/30/2011
MEDICAL WEST,010114,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,92,,1.0602,23.4,22.1,24,7/1/2008,6/30/2011
MEDICAL WEST,010114,AL,Heart Failure (HF) 30-Day Readmissions,223,,0.9507,22.9,24.1,48,7/1/2008,6/30/2011
MEDICAL WEST,010114,AL,Pneumonia (PN) 30-Day Readmissions,206,,1.0803,19.8,18.4,45,7/1/2008,6/30/2011
"VAUGHAN REGIONAL MEDICAL CENTER, LLC",010118,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,101,,1.0962,22.0,20.0,26,7/1/2008,6/30/2011
"VAUGHAN REGIONAL MEDICAL CENTER, LLC",010118,AL,Heart Failure (HF) 30-Day Readmissions,371,,1.1459,27.9,24.4,112,7/1/2008,6/30/2011
"VAUGHAN REGIONAL MEDICAL CENTER, LLC",010118,AL,Pneumonia (PN) 30-Day Readmissions,238,,1.1266,20.8,18.5,56,7/1/2008,6/30/2011
MONROE COUNTY HOSPITAL,010120,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,22,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MONROE COUNTY HOSPITAL,010120,AL,Heart Failure (HF) 30-Day Readmissions,164,,1.0644,23.4,22.0,42,7/1/2008,6/30/2011
MONROE COUNTY HOSPITAL,010120,AL,Pneumonia (PN) 30-Day Readmissions,174,,0.9354,15.2,16.2,23,7/1/2008,6/30/2011
LAKELAND COMMUNITY HOSPITAL,010125,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,9,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
LAKELAND COMMUNITY HOSPITAL,010125,AL,Heart Failure (HF) 30-Day Readmissions,133,,0.8872,21.0,23.7,21,7/1/2008,6/30/2011
LAKELAND COMMUNITY HOSPITAL,010125,AL,Pneumonia (PN) 30-Day Readmissions,353,,0.9286,15.8,17.0,52,7/1/2008,6/30/2011
TROY REGIONAL MEDICAL CENTER,010126,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,7,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
TROY REGIONAL MEDICAL CENTER,010126,AL,Heart Failure (HF) 30-Day Readmissions,141,,1.0630,25.7,24.2,40,7/1/2008,6/30/2011
TROY REGIONAL MEDICAL CENTER,010126,AL,Pneumonia (PN) 30-Day Readmissions,134,,1.1682,19.9,17.1,35,7/1/2008,6/30/2011
JACKSON MEDICAL CENTER,010128,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,2,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
JACKSON MEDICAL CENTER,010128,AL,Heart Failure (HF) 30-Day Readmissions,53,,1.0463,23.3,22.3,15,7/1/2008,6/30/2011
JACKSON MEDICAL CENTER,010128,AL,Pneumonia (PN) 30-Day Readmissions,66,,0.9207,13.9,15.1,5,7/1/2008,6/30/2011
NORTH BALDWIN INFIRMARY,010129,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,5,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NORTH BALDWIN INFIRMARY,010129,AL,Heart Failure (HF) 30-Day Readmissions,49,,0.9830,24.6,25.0,11,7/1/2008,6/30/2011
NORTH BALDWIN INFIRMARY,010129,AL,Pneumonia (PN) 30-Day Readmissions,90,,0.9944,19.2,19.3,17,7/1/2008,6/30/2011
ST VINCENT'S ST CLAIR,010130,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,7,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ST VINCENT'S ST CLAIR,010130,AL,Heart Failure (HF) 30-Day Readmissions,108,,0.9650,23.3,24.1,23,7/1/2008,6/30/2011
ST VINCENT'S ST CLAIR,010130,AL,Pneumonia (PN) 30-Day Readmissions,162,,1.1077,18.9,17.0,36,7/1/2008,6/30/2011
CRESTWOOD MEDICAL CENTER,010131,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,162,,0.9515,17.3,18.2,26,7/1/2008,6/30/2011
CRESTWOOD MEDICAL CENTER,010131,AL,Heart Failure (HF) 30-Day Readmissions,328,,0.9579,21.8,22.8,69,7/1/2008,6/30/2011
CRESTWOOD MEDICAL CENTER,010131,AL,Pneumonia (PN) 30-Day Readmissions,313,,1.0077,16.2,16.0,51,7/1/2008,6/30/2011
COOPER GREEN MERCY HOSPITAL,010137,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
COOPER GREEN MERCY HOSPITAL,010137,AL,Heart Failure (HF) 30-Day Readmissions,14,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
COOPER GREEN MERCY HOSPITAL,010137,AL,Pneumonia (PN) 30-Day Readmissions,7,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HILL HOSPITAL OF SUMTER COUNTY,010138,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HILL HOSPITAL OF SUMTER COUNTY,010138,AL,Heart Failure (HF) 30-Day Readmissions,2,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HILL HOSPITAL OF SUMTER COUNTY,010138,AL,Pneumonia (PN) 30-Day Readmissions,2,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
BROOKWOOD MEDICAL CENTER,010139,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,248,,0.9490,17.0,17.9,40,7/1/2008,6/30/2011
BROOKWOOD MEDICAL CENTER,010139,AL,Heart Failure (HF) 30-Day Readmissions,496,,0.9914,23.1,23.3,114,7/1/2008,6/30/2011
BROOKWOOD MEDICAL CENTER,010139,AL,Pneumonia (PN) 30-Day Readmissions,520,,0.9273,16.1,17.4,80,7/1/2008,6/30/2011
SPRINGHILL MEDICAL CENTER,010144,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,138,,1.1872,19.7,16.6,34,7/1/2008,6/30/2011
SPRINGHILL MEDICAL CENTER,010144,AL,Heart Failure (HF) 30-Day Readmissions,526,,0.9871,23.2,23.5,121,7/1/2008,6/30/2011
SPRINGHILL MEDICAL CENTER,010144,AL,Pneumonia (PN) 30-Day Readmissions,191,,1.0180,17.8,17.5,35,7/1/2008,6/30/2011
JACKSONVILLE MEDICAL CENTER,010146,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,13,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
JACKSONVILLE MEDICAL CENTER,010146,AL,Heart Failure (HF) 30-Day Readmissions,62,,0.9893,22.0,22.2,13,7/1/2008,6/30/2011
JACKSONVILLE MEDICAL CENTER,010146,AL,Pneumonia (PN) 30-Day Readmissions,130,,1.0584,17.0,16.0,25,7/1/2008,6/30/2011
EVERGREEN MEDICAL CENTER,010148,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,10,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
EVERGREEN MEDICAL CENTER,010148,AL,Heart Failure (HF) 30-Day Readmissions,183,,1.0632,23.2,21.8,46,7/1/2008,6/30/2011
EVERGREEN MEDICAL CENTER,010148,AL,Pneumonia (PN) 30-Day Readmissions,72,,1.0528,18.5,17.5,16,7/1/2008,6/30/2011
BAPTIST MEDICAL CENTER EAST,010149,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,56,,1.0269,21.2,20.7,13,7/1/2008,6/30/2011
BAPTIST MEDICAL CENTER EAST,010149,AL,Heart Failure (HF) 30-Day Readmissions,362,,1.0599,24.5,23.1,92,7/1/2008,6/30/2011
BAPTIST MEDICAL CENTER EAST,010149,AL,Pneumonia (PN) 30-Day Readmissions,252,,0.8873,16.4,18.5,35,7/1/2008,6/30/2011
L V STABLER MEMORIAL HOSPITAL,010150,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,11,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
L V STABLER MEMORIAL HOSPITAL,010150,AL,Heart Failure (HF) 30-Day Readmissions,134,,0.9875,23.7,24.0,31,7/1/2008,6/30/2011
L V STABLER MEMORIAL HOSPITAL,010150,AL,Pneumonia (PN) 30-Day Readmissions,88,,0.9170,16.5,18.0,10,7/1/2008,6/30/2011
INFIRMARY WEST,010152,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,5,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
INFIRMARY WEST,010152,AL,Heart Failure (HF) 30-Day Readmissions,70,,1.0668,25.8,24.2,22,7/1/2008,6/30/2011
INFIRMARY WEST,010152,AL,Pneumonia (PN) 30-Day Readmissions,61,,1.0236,17.7,17.2,12,7/1/2008,6/30/2011
SHOALS HOSPITAL,010157,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,4,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
SHOALS HOSPITAL,010157,AL,Heart Failure (HF) 30-Day Readmissions,81,,0.9902,24.2,24.4,19,7/1/2008,6/30/2011
SHOALS HOSPITAL,010157,AL,Pneumonia (PN) 30-Day Readmissions,143,,0.9593,16.9,17.6,22,7/1/2008,6/30/2011
RUSSELLVILLE HOSPITAL,010158,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,21,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
RUSSELLVILLE HOSPITAL,010158,AL,Heart Failure (HF) 30-Day Readmissions,155,,1.0570,25.0,23.6,42,7/1/2008,6/30/2011
RUSSELLVILLE HOSPITAL,010158,AL,Pneumonia (PN) 30-Day Readmissions,227,,1.1653,19.8,17.0,53,7/1/2008,6/30/2011
COOSA VALLEY MEDICAL CENTER,010164,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,26,,0.9785,22.8,23.3,5,7/1/2008,6/30/2011
COOSA VALLEY MEDICAL CENTER,010164,AL,Heart Failure (HF) 30-Day Readmissions,206,,0.9061,20.7,22.9,37,7/1/2008,6/30/2011
COOSA VALLEY MEDICAL CENTER,010164,AL,Pneumonia (PN) 30-Day Readmissions,240,,1.1070,18.2,16.4,49,7/1/2008,6/30/2011
JACK HUGHSTON MEMORIAL HOSPITAL,010168,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,7,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
JACK HUGHSTON MEMORIAL HOSPITAL,010168,AL,Heart Failure (HF) 30-Day Readmissions,45,,0.9634,22.6,23.5,8,7/1/2008,6/30/2011
JACK HUGHSTON MEMORIAL HOSPITAL,010168,AL,Pneumonia (PN) 30-Day Readmissions,71,,0.9684,15.0,15.5,9,7/1/2008,6/30/2011
ATMORE COMMUNITY HOSPITAL,010169,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,11,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
ATMORE COMMUNITY HOSPITAL,010169,AL,Heart Failure (HF) 30-Day Readmissions,171,,1.0212,25.0,24.5,44,7/1/2008,6/30/2011
ATMORE COMMUNITY HOSPITAL,010169,AL,Pneumonia (PN) 30-Day Readmissions,101,,1.1345,21.9,19.3,29,7/1/2008,6/30/2011
CHOCTAW GENERAL HOSPITAL,010171,AL,Acute Myocardial Infarction (AMI) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CHOCTAW GENERAL HOSPITAL,010171,AL,Heart Failure (HF) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CHOCTAW GENERAL HOSPITAL,010171,AL,Pneumonia (PN) 30-Day Readmissions,0,17,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
PROVIDENCE ALASKA MEDICAL CENTER,020001,AK,Acute Myocardial Infarction (AMI) 30-Day Readmissions,303,,0.9181,15.0,16.3,42,7/1/2008,6/30/2011
PROVIDENCE ALASKA MEDICAL CENTER,020001,AK,Heart Failure (HF) 30-Day Readmissions,463,,0.8787,20.4,23.2,87,7/1/2008,6/30/2011
PROVIDENCE ALASKA MEDICAL CENTER,020001,AK,Pneumonia (PN) 30-Day Readmissions,302,,0.8466,14.4,17.0,35,7/1/2008,6/30/2011
MAT-SU REGIONAL MEDICAL CENTER,020006,AK,Acute Myocardial Infarction (AMI) 30-Day Readmissions,65,,1.0336,16.5,16.0,12,7/1/2008,6/30/2011
MAT-SU REGIONAL MEDICAL CENTER,020006,AK,Heart Failure (HF) 30-Day Readmissions,133,,1.0073,23.7,23.6,32,7/1/2008,6/30/2011
MAT-SU REGIONAL MEDICAL CENTER,020006,AK,Pneumonia (PN) 30-Day Readmissions,221,,0.9744,16.4,16.9,35,7/1/2008,6/30/2011
BARTLETT REGIONAL HOSPITAL,020008,AK,Acute Myocardial Infarction (AMI) 30-Day Readmissions,17,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
BARTLETT REGIONAL HOSPITAL,020008,AK,Heart Failure (HF) 30-Day Readmissions,50,,0.9349,19.6,21.0,6,7/1/2008,6/30/2011
BARTLETT REGIONAL HOSPITAL,020008,AK,Pneumonia (PN) 30-Day Readmissions,78,,0.9576,14.3,15.0,9,7/1/2008,6/30/2011
FAIRBANKS MEMORIAL HOSPITAL,020012,AK,Acute Myocardial Infarction (AMI) 30-Day Readmissions,53,,0.9042,15.0,16.5,4,7/1/2008,6/30/2011
FAIRBANKS MEMORIAL HOSPITAL,020012,AK,Heart Failure (HF) 30-Day Readmissions,113,,0.9422,20.7,22.0,20,7/1/2008,6/30/2011
FAIRBANKS MEMORIAL HOSPITAL,020012,AK,Pneumonia (PN) 30-Day Readmissions,122,,0.9638,16.3,16.9,18,7/1/2008,6/30/2011
ALASKA REGIONAL HOSPITAL,020017,AK,Acute Myocardial Infarction (AMI) 30-Day Readmissions,86,,0.8842,13.6,15.3,7,7/1/2008,6/30/2011
ALASKA REGIONAL HOSPITAL,020017,AK,Heart Failure (HF) 30-Day Readmissions,82,,0.9538,21.6,22.7,15,7/1/2008,6/30/2011
ALASKA REGIONAL HOSPITAL,020017,AK,Pneumonia (PN) 30-Day Readmissions,74,,0.9487,15.8,16.7,9,7/1/2008,6/30/2011
YUKON KUSKOKWIM DELTA REG HOSPITAL,020018,AK,Acute Myocardial Infarction (AMI) 30-Day Readmissions,2,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
YUKON KUSKOKWIM DELTA REG HOSPITAL,020018,AK,Heart Failure (HF) 30-Day Readmissions,37,,1.0541,24.0,22.8,12,7/1/2008,6/30/2011
YUKON KUSKOKWIM DELTA REG HOSPITAL,020018,AK,Pneumonia (PN) 30-Day Readmissions,172,,0.8771,13.1,14.9,16,7/1/2008,6/30/2011
CENTRAL PENINSULA GENERAL HOSPITAL,020024,AK,Acute Myocardial Infarction (AMI) 30-Day Readmissions,13,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CENTRAL PENINSULA GENERAL HOSPITAL,020024,AK,Heart Failure (HF) 30-Day Readmissions,67,,1.0248,23.2,22.7,17,7/1/2008,6/30/2011
CENTRAL PENINSULA GENERAL HOSPITAL,020024,AK,Pneumonia (PN) 30-Day Readmissions,104,,0.9723,14.8,15.3,14,7/1/2008,6/30/2011
ALASKA NATIVE MEDICAL CENTER,020026,AK,Acute Myocardial Infarction (AMI) 30-Day Readmissions,28,,1.0514,17.9,17.1,7,7/1/2008,6/30/2011
ALASKA NATIVE MEDICAL CENTER,020026,AK,Heart Failure (HF) 30-Day Readmissions,92,,0.9920,22.2,22.4,20,7/1/2008,6/30/2011
ALASKA NATIVE MEDICAL CENTER,020026,AK,Pneumonia (PN) 30-Day Readmissions,145,,1.0610,18.5,17.5,30,7/1/2008,6/30/2011
MT EDGECUMBE HOSPITAL,020027,AK,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MT EDGECUMBE HOSPITAL,020027,AK,Heart Failure (HF) 30-Day Readmissions,23,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MT EDGECUMBE HOSPITAL,020027,AK,Pneumonia (PN) 30-Day Readmissions,43,,0.9749,17.0,17.4,6,7/1/2008,6/30/2011
MARYVALE HOSPITAL,030001,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,19,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MARYVALE HOSPITAL,030001,AZ,Heart Failure (HF) 30-Day Readmissions,44,,1.0135,25.4,25.1,12,7/1/2008,6/30/2011
MARYVALE HOSPITAL,030001,AZ,Pneumonia (PN) 30-Day Readmissions,33,,0.9850,17.6,17.9,5,7/1/2008,6/30/2011
BANNER GOOD SAMARITAN MEDICAL CENTER,030002,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,256,,0.9746,18.4,18.9,46,7/1/2008,6/30/2011
BANNER GOOD SAMARITAN MEDICAL CENTER,030002,AZ,Heart Failure (HF) 30-Day Readmissions,429,,0.8942,22.1,24.7,88,7/1/2008,6/30/2011
BANNER GOOD SAMARITAN MEDICAL CENTER,030002,AZ,Pneumonia (PN) 30-Day Readmissions,192,,0.9162,17.0,18.6,28,7/1/2008,6/30/2011
TUCSON MEDICAL CENTER,030006,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,405,,1.0699,20.1,18.8,84,7/1/2008,6/30/2011
TUCSON MEDICAL CENTER,030006,AZ,Heart Failure (HF) 30-Day Readmissions,483,,0.9825,23.6,24.0,113,7/1/2008,6/30/2011
TUCSON MEDICAL CENTER,030006,AZ,Pneumonia (PN) 30-Day Readmissions,454,,1.0124,18.1,17.9,83,7/1/2008,6/30/2011
VERDE VALLEY MEDICAL CENTER,030007,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,109,,0.8592,13.6,15.8,9,7/1/2008,6/30/2011
VERDE VALLEY MEDICAL CENTER,030007,AZ,Heart Failure (HF) 30-Day Readmissions,177,,0.8627,18.8,21.8,25,7/1/2008,6/30/2011
VERDE VALLEY MEDICAL CENTER,030007,AZ,Pneumonia (PN) 30-Day Readmissions,234,,0.9859,16.6,16.8,38,7/1/2008,6/30/2011
CARONDELET ST  MARYS HOSPITAL,030010,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,184,,1.0502,18.0,17.1,35,7/1/2008,6/30/2011
CARONDELET ST  MARYS HOSPITAL,030010,AZ,Heart Failure (HF) 30-Day Readmissions,239,,0.8341,19.5,23.3,36,7/1/2008,6/30/2011
CARONDELET ST  MARYS HOSPITAL,030010,AZ,Pneumonia (PN) 30-Day Readmissions,222,,0.9610,16.7,17.4,35,7/1/2008,6/30/2011
CARONDELET ST JOSEPHS HOSPITAL,030011,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,193,,0.9599,15.9,16.5,29,7/1/2008,6/30/2011
CARONDELET ST JOSEPHS HOSPITAL,030011,AZ,Heart Failure (HF) 30-Day Readmissions,368,,0.9372,22.0,23.4,77,7/1/2008,6/30/2011
CARONDELET ST JOSEPHS HOSPITAL,030011,AZ,Pneumonia (PN) 30-Day Readmissions,422,,0.9859,17.5,17.7,73,7/1/2008,6/30/2011
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,296,,0.9833,16.4,16.7,48,7/1/2008,6/30/2011
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,Heart Failure (HF) 30-Day Readmissions,311,,1.0132,24.2,23.9,76,7/1/2008,6/30/2011
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,Pneumonia (PN) 30-Day Readmissions,461,,0.9691,17.3,17.8,78,7/1/2008,6/30/2011
YUMA REGIONAL MEDICAL CENTER,030013,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,512,,0.8745,16.1,18.4,77,7/1/2008,6/30/2011
YUMA REGIONAL MEDICAL CENTER,030013,AZ,Heart Failure (HF) 30-Day Readmissions,637,,0.9969,25.1,25.2,160,7/1/2008,6/30/2011
YUMA REGIONAL MEDICAL CENTER,030013,AZ,Pneumonia (PN) 30-Day Readmissions,896,,1.1013,21.3,19.3,196,7/1/2008,6/30/2011
JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,030014,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,118,,1.0149,19.0,18.7,23,7/1/2008,6/30/2011
JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,030014,AZ,Heart Failure (HF) 30-Day Readmissions,263,,0.9957,24.4,24.5,64,7/1/2008,6/30/2011
JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,030014,AZ,Pneumonia (PN) 30-Day Readmissions,204,,0.9527,17.0,17.8,32,7/1/2008,6/30/2011
CASA GRANDE REGIONAL MEDICAL CENTER,030016,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,38,,1.0217,16.2,15.9,7,7/1/2008,6/30/2011
CASA GRANDE REGIONAL MEDICAL CENTER,030016,AZ,Heart Failure (HF) 30-Day Readmissions,170,,1.1041,25.3,23.0,49,7/1/2008,6/30/2011
CASA GRANDE REGIONAL MEDICAL CENTER,030016,AZ,Pneumonia (PN) 30-Day Readmissions,235,,1.1468,19.9,17.3,54,7/1/2008,6/30/2011
MARICOPA MEDICAL CENTER,030022,AZ,Acute Myocardial Infarction (AMI) 30-Day Readmissions,4,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MARICOPA MEDICAL CENTER,030022,AZ,Heart Failure (HF) 30-Day Readmissions,29,,0.9895,26.4,26.7,7,7/1/2008,6/30/2011
